110,2019-01-24,一线城市,海底捞
64,2019-01-24,三线城市,海底捞
35,2019-01-24,中国大陆外,海底捞
102,2019-01-24,二线城市,海底捞
13,2019-01-24,四/五线城市,海底捞
158,2019-01-24,新一线城市,海底捞
1318,2019-01-24,一线城市,星巴克
289,2019-01-24,三线城市,星巴克
199,2019-01-24,中国大陆外,星巴克
647,2019-01-24,二线城市,星巴克
108,2019-01-24,四/五线城市,星巴克
1331,2019-01-24,新一线城市,星巴克
92,2019-01-24,一线城市,永辉
100,2019-01-24,三线城市,永辉
237,2019-01-24,二线城市,永辉
166,2019-01-24,四/五线城市,永辉
282,2019-01-24,新一线城市,永辉
1060,2019-01-24,一线城市,瑞幸咖啡
191,2019-01-24,二线城市,瑞幸咖啡
971,2019-01-24,新一线城市,瑞幸咖啡
