360免费WiFi,系统,1954941,252034520,251639714,394806,564008.5714,2018/5/6
美图秀秀,摄影,1977,412115007,411613663,501344,716205.7143,2018/5/6
微博,阅读,2012,697461900,696101293,1360607,1943724.286,2018/5/6
咪咕音乐,视频,201224,95273992,92902554,2371438,3387768.571,2018/5/6
UC浏览器,系统,2058,691755047,690446724,1308323,1869032.857,2018/5/6
腾讯视频,视频,2087,450919334,448378177,2541157,3630224.286,2018/5/6
QQ邮箱,办公商务,209310,133762341,133305131,457210,653157.1429,2018/5/6
唯品会,购物,21972,103885342,103522895,362447,517781.4286,2018/5/6
中华万年历日历,工具,2272,146456739,146191399,265340,379057.1429,2018/5/6
美颜相机,摄影,229226,177754997,177236679,518318,740454.2857,2018/5/6
360超级ROOT-深度优化手机,工具,2304476,157932641,157806472,126169,180241.4286,2018/5/6
喜马拉雅FM,视频,236026,90581409,90275521,305888,436982.8571,2018/5/6
驾考宝典,教育学习,2378,116068207,115523653,544554,777934.2857,2018/5/6
随手电筒,工具,246564,96274663,96261353,13310,19014.28571,2018/5/6
单机斗地主-不占流量,游戏,263710,200530071,200292228,237843,339775.7143,2018/5/6
网易新闻,阅读,2744,90662658,90417136,245522,350745.7143,2018/5/6
相机360,摄影,2747,104637135,104603211,33924,48462.85714,2018/5/6
爱奇艺,视频,2751,579766284,577348460,2417824,3454034.286,2018/5/6
书旗小说,阅读,2926,133923258,133657272,265986,379980,2018/5/6
网易有道词典,教育学习,2927,192574795,192347502,227293,324704.2857,2018/5/6
携程旅行,出行,2947,136270800,135878021,392779,561112.8571,2018/5/6
花椒直播-美颜椒友疯狂卖萌,社交,2981222,121359236,121044495,314741,449630,2018/5/6
王者荣耀,游戏,3073428,195840238,192300653,3539585,5056550,2018/5/6
快手,视频,3536,159788667,157664462,2124205,3034578.571,2018/5/6
手机淘宝,育儿母婴,3570,896437983,893801483,2636500,3766428.571,2018/5/6
ES文件浏览器,系统,3571,90872360,90837324,35036,50051.42857,2018/5/6
优酷,视频,3581,787981433,786451083,1530350,2186214.286,2018/5/6
蔚蓝小说,阅读,3885739,111202675,109036430,2166245,3094635.714,2018/5/6
小说,阅读,3894208,79092541,76699362,2393179,3418827.143,2018/5/6
免费小说,阅读,3937914,79368140,76975160,2392980,3418542.857,2018/5/6
电子书,阅读,3963018,71474938,68681348,2793590,3990842.857,2018/5/6
有声小说,阅读,3963330,93104107,89959537,3144570,4492242.857,2018/5/6
YY,视频,4067,117772483,117100296,672187,960267.1429,2018/5/6
土豆视频,视频,4107,113845441,113777742,67699,96712.85714,2018/5/6
途牛旅游,出行,43299,145469483,145377492,91991,131415.7143,2018/5/6
酷狗音乐,视频,433,1141652311,1139568366,2083945,2977064.286,2018/5/6
多米音乐,视频,44,97364879,97334170,30709,43870,2018/5/6
QQ音乐,视频,4498,146422194,144669408,1752786,2503980,2018/5/6
大众点评,生活服务,4674,172759376,172311299,448077,640110,2018/5/6
陌陌,社交,48,244356677,243995579,361098,515854.2857,2018/5/6
蜻蜓FM,视频,51178,91661549,88052849,3608700,5155285.714,2018/5/6
我查查,工具,537,160924739,160894853,29886,42694.28571,2018/5/6
微信,社交,5427,802372651,798086502,4286149,6123070,2018/5/6
58同城,便捷生活,5576,88661661,88130479,531182,758831.4286,2018/5/6
聚力视频,视频,5632,275020283,274875324,144959,207084.2857,2018/5/6
百度,系统,5846,411987057,,,,2018/5/6
天气通,工具,6209,94207073,94161785,45288,64697.14286,2018/5/6
谷歌拼音,系统,6224,126800665,126724042,76623,109461.4286,2018/5/6
乐视视频,视频,6276,258015446,257843631,171815,245450,2018/5/6
谷歌Gmail,办公商务,6411,93305256,93253061,52195,74564.28571,2018/5/6
驾校一点通,教育学习,6533,92356234,73825632,18530602,26472288.57,2018/5/6
咪咕阅读,阅读,6536,132663198,128942879,3720319,5314741.429,2018/5/6
飞信,社交,7372,95035283,95022087,13196,18851.42857,2018/5/6
百度地图,出行,7655,578214140,577660685,553455,790650,2018/5/6
植物大战僵尸2高清版,游戏,771431,218741574,218092484,649090,927271.4286,2018/5/6
360手机卫士-一键连免费wifi,系统,77208,1927802103,1922091955,5710148,8157354.286,2018/5/6
360影视大全,视频,778702,424270310,423319273,951037,1358624.286,2018/5/6
QQ,社交,7953,797871488,796095763,1775725,2536750,2018/5/6
华为手机文件管理器,办公商务,796062,105618094,105063281,554813,792590,2018/5/6
QQ空间,社交,8015,133853315,133779366,73949,105641.4286,2018/5/6
ogle 文字转语音,系统,885077,118853029,118819395,33634,48048.57143,2018/5/6
WiFi万能钥匙,系统,88761,1007866592,1004092847,3773745,5391064.286,2018/5/6
HP Print Service 插件,系统,890932,113332186,113248709,83477,119252.8571,2018/5/6
360天气,工具,92235,119296183,119228674,67509,96441.42857,2018/5/6
中国建设银行,理财,9347,109451476,109023335,428141,611630,2018/5/6
去哪儿旅行,出行,944,123689409,122997443,691966,988522.8571,2018/5/6
360浏览器,系统,95487,673957918,671055034,2902884,4146977.143,2018/5/6
360手机助手,工具,100084,273333134,273162856,170278,243254.2857,2018/6/3
人民日报,阅读,101273,89183080,86558909,2624171,3748815.714,2018/6/3
风行视频,视频,101594,92667391,92646373,21018,30025.71429,2018/6/3
作业帮,教育学习,1027306,82696766,81475335,1221431,1744901.429,2018/6/3
高德地图,出行,1038,473861269,472051055,1810214,2586020,2018/6/3
手电筒,工具,1066354,104831820,104820334,11486,16408.57143,2018/6/3
美团,便捷生活,1068,320591866,319788327,803539,1147912.857,2018/6/3
